provider_id,provider_name,specialty,city,state
P00893,Smith Medical Group,Nephrology,Lafayette,Louisiana
P00894,Lopez Medical Group,Cardiology,Lafayette,Louisiana
P00895,Miller Medical Group,Internal Medicine,Lafayette,Louisiana
P00896,Johnson Medical Group,Cardiology,Lake Charles,la
P00897,Rodriguez Medical Group,Primary Care,Baton Rouge,Louisiana
P00898,Davis Medical Group,Emergency Medicine,Lake Charles,la
P00899,Johnson Medical Group,Nephrology,Lake Charles,LA
P00900,Smith Medical Group,Emergency Medicine,Lake Charles,la
P00901,Brown Medical Group,Cardiology,Shreveport,la
P00902,Garcia Medical Group,Primary Care,Shreveport,la
P00903,Rodriguez Medical Group,Primary Care,New Orleans,la
P00904,Jones Medical Group,Endocrinology,Lake Charles,la
P00905,Jones Medical Group,Nephrology,Lake Charles,LA
P00906,Miller Medical Group,Nephrology,Lafayette,la
P00907,Gonzalez Medical Group,Endocrinology,Lake Charles,la
P00908,Johnson Medical Group,Internal Medicine,Lake Charles,LA
P00909,Lopez Medical Group,Emergency Medicine,Lafayette,Louisiana
P00910,Brown Medical Group,Endocrinology,New Orleans,Louisiana
P00911,Martinez Medical Group,Family Medicine,New Orleans,LA
P00912,Garcia Medical Group,Cardiology,Lafayette,Louisiana
P00913,Lopez Medical Group,Emergency Medicine,Lake Charles,LA
P00914,Davis Medical Group,Nephrology,Shreveport,Louisiana
P00915,Davis Medical Group,Primary Care,Lafayette,la
P00916,Rodriguez Medical Group,Internal Medicine,Lake Charles,Louisiana
P00917,Miller Medical Group,Primary Care,Shreveport,LA
P00918,Smith Medical Group,Primary Care,Lafayette,LA
P00919,Johnson Medical Group,Endocrinology,Shreveport,Louisiana
P00920,Davis Medical Group,Primary Care,Lake Charles,la
P00921,Hernandez Medical Group,Internal Medicine,Shreveport,Louisiana
P00922,Lopez Medical Group,Internal Medicine,Lake Charles,LA
P00923,Martinez Medical Group,Emergency Medicine,Lafayette,LA
P00924,Martinez Medical Group,Primary Care,Shreveport,la
P00925,Williams Medical Group,Emergency Medicine,New Orleans,Louisiana
P00926,Jones Medical Group,Primary Care,Baton Rouge,Louisiana
P00927,Hernandez Medical Group,Primary Care,Shreveport,LA
P00928,Hernandez Medical Group,Cardiology,Baton Rouge,Louisiana
P00929,Gonzalez Medical Group,Cardiology,Shreveport,Louisiana
P00930,Miller Medical Group,Family Medicine,Shreveport,LA
P00931,Garcia Medical Group,Emergency Medicine,Baton Rouge,la
P00932,Rodriguez Medical Group,Internal Medicine,Baton Rouge,LA
P00933,Garcia Medical Group,Family Medicine,New Orleans,Louisiana
P00934,Williams Medical Group,Emergency Medicine,Lake Charles,Louisiana
P00935,Gonzalez Medical Group,Emergency Medicine,Lake Charles,la
P00936,Brown Medical Group,Nephrology,Lake Charles,la
P00937,Smith Medical Group,Nephrology,Baton Rouge,la
P00938,Johnson Medical Group,Internal Medicine,Baton Rouge,LA
P00939,Jones Medical Group,Emergency Medicine,Baton Rouge,la
P00940,Hernandez Medical Group,Emergency Medicine,Baton Rouge,la
P00941,Davis Medical Group,Endocrinology,Lafayette,la
P00942,Martinez Medical Group,Family Medicine,Shreveport,LA
P00943,Smith Medical Group,Internal Medicine,Baton Rouge,la
P00944,Brown Medical Group,Emergency Medicine,Lafayette,LA
P00945,Johnson Medical Group,Family Medicine,Lake Charles,LA
P00946,Garcia Medical Group,Primary Care,Lake Charles,la
P00947,Jones Medical Group,Nephrology,Baton Rouge,la
P00948,Rodriguez Medical Group,Cardiology,New Orleans,LA
P00949,Williams Medical Group,Endocrinology,Baton Rouge,LA
P00950,Gonzalez Medical Group,Nephrology,New Orleans,Louisiana
P00951,Jones Medical Group,Emergency Medicine,Shreveport,LA
P00952,Garcia Medical Group,Nephrology,New Orleans,LA
P00953,Brown Medical Group,Emergency Medicine,Shreveport,LA
P00954,Garcia Medical Group,Family Medicine,Baton Rouge,LA
P00955,Davis Medical Group,Cardiology,Lake Charles,Louisiana
P00956,Brown Medical Group,Internal Medicine,Lafayette,la
P00957,Rodriguez Medical Group,Endocrinology,Baton Rouge,LA
P00958,Williams Medical Group,Primary Care,Lafayette,Louisiana
P00959,Gonzalez Medical Group,Primary Care,New Orleans,LA
P00960,Miller Medical Group,Emergency Medicine,Lafayette,LA
P00961,Davis Medical Group,Family Medicine,Shreveport,Louisiana
P00962,Davis Medical Group,Internal Medicine,New Orleans,Louisiana
P00963,Gonzalez Medical Group,Nephrology,New Orleans,Louisiana
P00964,Davis Medical Group,Primary Care,Lake Charles,la
P00965,Martinez Medical Group,Emergency Medicine,Shreveport,LA
P00966,Garcia Medical Group,Primary Care,Baton Rouge,la
P00967,Martinez Medical Group,Nephrology,Lafayette,la
P00968,Garcia Medical Group,Emergency Medicine,Lake Charles,la
P00969,Gonzalez Medical Group,Family Medicine,Lake Charles,la
P00970,Martinez Medical Group,Family Medicine,Lafayette,Louisiana
P00971,Brown Medical Group,Primary Care,New Orleans,LA
P00972,Johnson Medical Group,Primary Care,Lake Charles,LA
P00973,Gonzalez Medical Group,Nephrology,Lake Charles,LA
P00974,Johnson Medical Group,Endocrinology,New Orleans,la
P00975,Johnson Medical Group,Internal Medicine,Baton Rouge,Louisiana
P00976,Lopez Medical Group,Endocrinology,Shreveport,la
P00977,Lopez Medical Group,Primary Care,Shreveport,la
P00978,Garcia Medical Group,Internal Medicine,Lake Charles,LA
P00979,Rodriguez Medical Group,Emergency Medicine,Lake Charles,LA
P00980,Gonzalez Medical Group,Nephrology,Shreveport,LA
P00981,Miller Medical Group,Primary Care,Shreveport,LA
P00982,Williams Medical Group,Cardiology,New Orleans,Louisiana
P00983,Smith Medical Group,Nephrology,New Orleans,Louisiana
P00984,Jones Medical Group,Internal Medicine,Lafayette,Louisiana
P00985,Johnson Medical Group,Emergency Medicine,Shreveport,Louisiana
P00986,Williams Medical Group,Emergency Medicine,Shreveport,la
P00987,Smith Medical Group,Emergency Medicine,Lake Charles,LA
P00988,Jones Medical Group,Family Medicine,New Orleans,la
P00989,Brown Medical Group,Cardiology,Baton Rouge,LA
P00990,Rodriguez Medical Group,Internal Medicine,New Orleans,Louisiana
P00991,Garcia Medical Group,Internal Medicine,Lake Charles,LA
P00992,Smith Medical Group,Internal Medicine,Shreveport,la
P00993,Johnson Medical Group,Nephrology,New Orleans,la
P00994,Miller Medical Group,Family Medicine,Lafayette,la
P00995,Davis Medical Group,Internal Medicine,Baton Rouge,LA
P00996,Lopez Medical Group,Internal Medicine,Baton Rouge,Louisiana
P00997,Miller Medical Group,Emergency Medicine,Lake Charles,LA
P00998,Williams Medical Group,Primary Care,Baton Rouge,la
P00999,Lopez Medical Group,Endocrinology,Lake Charles,Louisiana
P01000,Hernandez Medical Group,Nephrology,New Orleans,la
P00522,Smith Medical Group,Nephrology,Baton Rouge,LA
P00738,Johnson Medical Group,Family Medicine,Lafayette,LA
P00741,Rodriguez Medical Group,Endocrinology,Lafayette,Louisiana
P00661,Brown Medical Group,Endocrinology,Lafayette,la
P00412,Lopez Medical Group,Endocrinology,Shreveport,Louisiana
P00679,Jones Medical Group,Endocrinology,Shreveport,la
P00627,Davis Medical Group,Family Medicine,Lafayette,LA
P00514,Hernandez Medical Group,Internal Medicine,Shreveport,LA
P00860,Williams Medical Group,Internal Medicine,Shreveport,la
P00137,Brown Medical Group,Emergency Medicine,Shreveport,Louisiana
P00812,Hernandez Medical Group,Nephrology,New Orleans,Louisiana
P00077,Hernandez Medical Group,Family Medicine,Lake Charles,Louisiana
P00637,Garcia Medical Group,Internal Medicine,Lafayette,Louisiana
P00974,Johnson Medical Group,Endocrinology,New Orleans,la
P00939,Jones Medical Group,Emergency Medicine,Baton Rouge,la
P00900,Smith Medical Group,Emergency Medicine,Lake Charles,la
P00281,Johnson Medical Group,Family Medicine,New Orleans,Louisiana
P00884,Hernandez Medical Group,Family Medicine,New Orleans,Louisiana
P00762,Brown Medical Group,Nephrology,Lafayette,la
P00320,Gonzalez Medical Group,Primary Care,Shreveport,Louisiana
P00550,Gonzalez Medical Group,Family Medicine,New Orleans,la
P00175,Gonzalez Medical Group,Endocrinology,Shreveport,la
P00372,Martinez Medical Group,Emergency Medicine,New Orleans,la
P00528,Miller Medical Group,Family Medicine,Baton Rouge,la
P00211,Hernandez Medical Group,Family Medicine,Baton Rouge,Louisiana
